BINID	Tool	genome_id	length_gs	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
cluster_3651	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0030404065378018177	0.0009057971014492754	1104	12617.0	12617	1	12617	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_27387	Vamb fa045c0 (J1)	Otu2247	1553877	1.0	1.0	NA	0.0030375634622302793	0.0005327650506126798	1877	4720.0	4720	1	4720	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_43365	Vamb fa045c0 (J1)	Otu936	1787670	1.0	1.0	NA	0.0030363545844591003	0.0010706638115631692	934	5428.0	5428	1	5428	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_19001	Vamb fa045c0 (J1)	Otu1004	1134547	1.0	1.0	NA	0.003015300379799162	0.0026246719160104987	381	3421.0	3421	1	3421	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25900	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.0030016343230037704	0.0015503875968992248	645	5677.0	5677	1	5677	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_17569	Vamb fa045c0 (J1)	Otu554	2171716	1.0	1.0	NA	0.0029681597409606042	0.006578947368421052	152	6446.0	6446	1	6446	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32006	Vamb fa045c0 (J1)	Otu1221	2546028	1.0	1.0	NA	0.0029547986117984563	0.0014814814814814814	675	7523.0	7523	1	7523	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32036	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.002952461874168232	0.0015503875968992248	645	5584.0	5584	1	5584	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_24256	Vamb fa045c0 (J1)	Otu413	4758119	1.0	1.0	NA	0.002949484869966472	0.0037313432835820895	268	14034.0	14034	1	14034	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5225	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.002947148447120253	0.0009057971014492754	1104	12230.0	12230	1	12230	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_41760	Vamb fa045c0 (J1)	Otu722	4739605	1.0	1.0	NA	0.002943916212426985	0.0024390243902439024	410	13953.0	13953	1	13953	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13432	Vamb fa045c0 (J1)	Otu1580	1846692	1.0	1.0	NA	0.002924689119788248	0.0018001800180018	1111	2700.5	5401	2	5401	2	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1635	Vamb fa045c0 (J1)	Otu1236	1644482	1.0	1.0	NA	0.0029182441644238126	0.001095290251916758	913	4799.0	4799	1	4799	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40518	Vamb fa045c0 (J1)	Otu2169.0	1554733	1.0	1.0	NA	0.0029117539796222245	0.0007656967840735069	1306	4527.0	4527	1	4527	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_42207	Vamb fa045c0 (J1)	Otu1704	1537610	1.0	1.0	NA	0.0029038572850072514	0.0006506180871828237	1537	4465.0	4465	1	4465	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20669	Vamb fa045c0 (J1)	Otu1123	4880230	1.0	1.0	NA	0.002899043692612848	0.001375515818431912	727	14148.0	14148	1	14148	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_36626	Vamb fa045c0 (J1)	Otu1187	6198470	1.0	1.0	NA	0.002896521238305582	0.0019120458891013384	523	17954.0	17954	1	17954	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18823	Vamb fa045c0 (J1)	Otu1093	2764592	1.0	1.0	NA	0.0028817995566796113	0.002331002331002331	429	7967.0	7967	1	7967	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34619	Vamb fa045c0 (J1)	Otu2189	1756687	1.0	1.0	NA	0.0028792835604749168	0.0033783783783783786	296	5058.0	5058	1	5058	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13941	Vamb fa045c0 (J1)	Otu1123	4880230	1.0	1.0	NA	0.0028719957870838053	0.001375515818431912	727	14016.0	14016	1	14016	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5212	Vamb fa045c0 (J1)	Otu1139	1997075	1.0	1.0	NA	0.0028681947347996444	0.002688172043010753	372	5728.0	5728	1	5728	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9860	Vamb fa045c0 (J1)	Otu2016.0	3400410	1.0	1.0	NA	0.00285847883049397	0.0013123359580052493	762	9720.0	9720	1	9720	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33000	Vamb fa045c0 (J1)	Otu975	707112	1.0	1.0	NA	0.002856690312142914	0.0006605019815059445	1514	2020.0	2020	1	2020	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40156	Vamb fa045c0 (J1)	Otu1330	1645144	1.0	1.0	NA	0.0028556770714296136	0.0005252100840336134	1904	4698.0	4698	1	4698	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_15519	Vamb fa045c0 (J1)	Otu1257	3081731	1.0	1.0	NA	0.002847101190856697	0.001040582726326743	961	8774.0	8774	1	8774	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35000	Vamb fa045c0 (J1)	Otu592.0	3948919	1.0	1.0	NA	0.002846348582991953	0.003355704697986577	298	11240.0	11240	1	11240	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6597	Vamb fa045c0 (J1)	Otu966	1343956	1.0	1.0	NA	0.0028460753179419566	0.0012165450121654502	822	3825.0	3825	1	3825	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_22717	Vamb fa045c0 (J1)	Otu1257	3081731	1.0	1.0	NA	0.002845154233124176	0.001040582726326743	961	8768.0	8768	1	8768	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20709	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0028437693233414637	0.0009057971014492754	1104	11801.0	11801	1	11801	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40488	Vamb fa045c0 (J1)	Otu279	1342993	1.0	1.0	NA	0.0028429038721720814	0.125	8	3818.0	3818	1	3818	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_29443	Vamb fa045c0 (J1)	Otu2099	2628650	1.0	1.0	NA	0.0028406216118539935	0.00033909799932180403	2949	7467.0	7467	1	7467	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_17025	Vamb fa045c0 (J1)	Otu1240.0	4668093	1.0	1.0	NA	0.002840560374439841	0.002688172043010753	372	13260.0	13260	1	13260	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9521	Vamb fa045c0 (J1)	Otu1316	1969919	1.0	1.0	NA	0.002819912899972029	0.00211864406779661	472	5555.0	5555	1	5555	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2916	Vamb fa045c0 (J1)	Otu972	2798717	1.0	1.0	NA	0.002800926281578309	0.0012048192771084338	830	7839.0	7839	1	7839	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9447	Vamb fa045c0 (J1)	Otu605	2836879	1.0	1.0	NA	0.002799907926985959	0.005681818181818182	176	7943.0	7943	1	7943	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_24913	Vamb fa045c0 (J1)	Otu1153	1323484	1.0	1.0	NA	0.0027956514774640268	0.002066115702479339	484	3700.0	3700	1	3700	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25714	Vamb fa045c0 (J1)	Otu931	2083507	1.0	1.0	NA	0.002771288985350181	0.0030581039755351682	327	5774.0	5774	1	5774	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_23984	Vamb fa045c0 (J1)	Otu1153	1323484	1.0	1.0	NA	0.002766939381208991	0.002066115702479339	484	3662.0	3662	1	3662	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5111	Vamb fa045c0 (J1)	Otu1957.0	3249600	1.0	1.0	NA	0.0027563392417528313	0.008695652173913044	115	8957.0	8957	1	8957	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3104	Vamb fa045c0 (J1)	Otu1657	756993	1.0	1.0	NA	0.0027543187321415127	0.0009881422924901185	1012	2085.0	2085	1	2085	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5835	Vamb fa045c0 (J1)	Otu1462.0	3231754	0.5268095718781545	0.4	NA	0.0027452584571721734	0.001990049751243781	1005	3368.2	16841	5	8872	2	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_24355	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.002744139886628425	0.0015503875968992248	645	5190.0	5190	1	5190	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20077	Vamb fa045c0 (J1)	Otu1079.0	4149727	1.0	1.0	NA	0.00274090319676451	0.0036900369003690036	271	11374.0	11374	1	11374	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5851	Vamb fa045c0 (J1)	Otu1918	2383079	1.0	1.0	NA	0.002726724544171637	0.0008960573476702509	1116	6498.0	6498	1	6498	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2592	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.002718760558197179	0.0015503875968992248	645	5142.0	5142	1	5142	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_36522	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.0027171743501702267	0.0015503875968992248	645	5139.0	5139	1	5139	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_16678	Vamb fa045c0 (J1)	Otu1445	3354493	1.0	1.0	NA	0.002715462515497871	0.001271186440677966	2360	3036.3333333333335	9109	3	9109	3	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4989	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.002697978251345736	0.0009057971014492754	1104	11196.0	11196	1	11196	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3387	Vamb fa045c0 (J1)	Otu810.0	3513753	1.0	1.0	NA	0.002688862876815758	0.006289308176100629	159	9448.0	9448	1	9448	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2039	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.0026693760348465777	0.0010214504596527069	979	6697.0	6697	1	6697	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4047	Vamb fa045c0 (J1)	Otu810.0	3513753	1.0	1.0	NA	0.002665810601940432	0.018867924528301886	159	3122.3333333333335	9367	3	9367	3	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34121	Vamb fa045c0 (J1)	Otu684	2523109	1.0	1.0	NA	0.0026657587920299918	0.004484304932735426	223	6726.0	6726	1	6726	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_21813	Vamb fa045c0 (J1)	Otu954	1850526	1.0	1.0	NA	0.0026597842991668316	0.001953125	512	4922.0	4922	1	4922	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_37991	Vamb fa045c0 (J1)	Otu169.0	4784456	1.0	1.0	NA	0.002655056290621128	0.0006049606775559589	1653	12703.0	12703	1	12703	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13522	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0026536384873007543	0.0009057971014492754	1104	11012.0	11012	1	11012	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3581	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.002652668557074144	0.0031007751937984496	645	2508.5	5017	2	5017	2	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_4079	Vamb fa045c0 (J1)	Otu388	1761644	1.0	1.0	NA	0.0026446887112265586	0.3333333333333333	3	4659.0	4659	1	4659	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30560	Vamb fa045c0 (J1)	Otu1082	1643905	1.0	1.0	NA	0.002644313387939084	0.0008795074758135445	1137	4347.0	4347	1	4347	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12160	Vamb fa045c0 (J1)	Otu704	1702411	1.0	1.0	NA	0.0026391981724742143	0.004484304932735426	223	4493.0	4493	1	4493	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11054	Vamb fa045c0 (J1)	Otu2433.0	4229893	1.0	1.0	NA	0.002638837436313401	0.0014038371548900327	2137	3720.6666666666665	11162	3	11162	3	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3882	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0026227188517440403	0.000499001996007984	2004	8882.0	8882	1	8882	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11346	Vamb fa045c0 (J1)	Otu1330	1645144	1.0	1.0	NA	0.0026180079069066295	0.0005252100840336134	1904	4307.0	4307	1	4307	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35415	Vamb fa045c0 (J1)	Otu909	2843766	1.0	1.0	NA	0.0026162490162692713	0.0013550135501355014	738	7440.0	7440	1	7440	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_36590	Vamb fa045c0 (J1)	Otu1004	1134547	1.0	1.0	NA	0.0026133778503667103	0.0026246719160104987	381	2965.0	2965	1	2965	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_15441	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.002611708493040826	0.0009057971014492754	1104	10838.0	10838	1	10838	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_41787	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.00261158007769371	0.0010214504596527069	979	6552.0	6552	1	6552	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_22423	Vamb fa045c0 (J1)	Otu1330	1645144	1.0	1.0	NA	0.0026082823144964818	0.0005252100840336134	1904	4291.0	4291	1	4291	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18771	Vamb fa045c0 (J1)	Otu1257	3081731	1.0	1.0	NA	0.0026082743756674414	0.001040582726326743	961	8038.0	8038	1	8038	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34036	Vamb fa045c0 (J1)	Otu1240.0	4668093	1.0	1.0	NA	0.0026051323313395856	0.002688172043010753	372	12161.0	12161	1	12161	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_13271	Vamb fa045c0 (J1)	Otu1123	4880230	1.0	1.0	NA	0.0026019265485438185	0.001375515818431912	727	12698.0	12698	1	12698	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_26893	Vamb fa045c0 (J1)	Otu136	4242890	1.0	1.0	NA	0.0025956364647681178	0.003703703703703704	270	11013.0	11013	1	11013	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1544	Vamb fa045c0 (J1)	Otu1362.0	1659927	1.0	1.0	NA	0.00259228267267175	0.010752688172043012	93	4303.0	4303	1	4303	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1415	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.002588860287640514	0.0010214504596527069	979	6495.0	6495	1	6495	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_43135	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0025864059102977655	0.0009057971014492754	1104	10733.0	10733	1	10733	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25934	Vamb fa045c0 (J1)	Otu2099	2628650	1.0	1.0	NA	0.0025781294580868508	0.0006781959986436081	2949	3388.5	6777	2	6777	2	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_35499	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.0025769025034019896	0.0010214504596527069	979	6465.0	6465	1	6465	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25184	Vamb fa045c0 (J1)	Otu1221	2546028	1.0	1.0	NA	0.0025718491705511485	0.0014814814814814814	675	6548.0	6548	1	6548	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_25294	Vamb fa045c0 (J1)	Otu936	1787670	1.0	1.0	NA	0.0025709443018006677	0.0010706638115631692	934	4596.0	4596	1	4596	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_29087	Vamb fa045c0 (J1)	Otu881.0	1509476	1.0	1.0	NA	0.0025558538194711275	0.0013297872340425532	752	3858.0	3858	1	3858	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_11999	Vamb fa045c0 (J1)	Otu1580	1846692	1.0	1.0	NA	0.0025413008774608867	0.0009000900090009	1111	4693.0	4693	1	4693	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1736	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.002540576523169476	0.0015503875968992248	645	4805.0	4805	1	4805	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38231	Vamb fa045c0 (J1)	Otu1236	1644482	1.0	1.0	NA	0.0025351448054767396	0.001095290251916758	913	4169.0	4169	1	4169	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38176	Vamb fa045c0 (J1)	Otu924	4637208	1.0	1.0	NA	0.0025316957962636137	0.006756756756756757	148	11740.0	11740	1	11740	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3951	Vamb fa045c0 (J1)	Otu1221	2546028	1.0	1.0	NA	0.0025270735435745403	0.0014814814814814814	675	6434.0	6434	1	6434	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_5592	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.002514112816746165	0.0009057971014492754	1104	10433.0	10433	1	10433	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_28973	Vamb fa045c0 (J1)	Otu873.1	3229632	1.0	1.0	NA	0.002502761924578404	0.0005402485143165856	1851	8083.0	8083	1	8083	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3436	Vamb fa045c0 (J1)	Otu966	1343956	1.0	1.0	NA	0.0024874326242823428	0.0012165450121654502	822	3343.0	3343	1	3343	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_24231	Vamb fa045c0 (J1)	Otu1236	1644482	1.0	1.0	NA	0.0024840648909504634	0.001095290251916758	913	4085.0	4085	1	4085	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1229	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0024808579937124287	0.0009057971014492754	1104	10295.0	10295	1	10295	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9003	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.002457949979950168	0.000499001996007984	2004	8324.0	8324	1	8324	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_28022	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0024553144339908633	0.0009057971014492754	1104	10189.0	10189	1	10189	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_39754	Vamb fa045c0 (J1)	Otu1257	3081731	1.0	1.0	NA	0.0024460278979573495	0.001040582726326743	961	7538.0	7538	1	7538	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12915	Vamb fa045c0 (J1)	Otu1381	2070653	1.0	1.0	NA	0.0024402929896993847	0.0031545741324921135	317	5053.0	5053	1	5053	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34893	Vamb fa045c0 (J1)	Otu881.0	1509476	1.0	1.0	NA	0.002437932103590915	0.0013297872340425532	752	3680.0	3680	1	3680	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_956	Vamb fa045c0 (J1)	Otu1398	1653512	1.0	1.0	NA	0.0024366318478487004	0.001183431952662722	845	4029.0	4029	1	4029	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_14122	Vamb fa045c0 (J1)	Otu797	3197903	1.0	1.0	NA	0.002433156978182265	0.0007575757575757576	1320	7781.0	7781	1	7781	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_900	Vamb fa045c0 (J1)	Otu2247	1553877	1.0	1.0	NA	0.0024236152539744136	0.0005327650506126798	1877	3766.0	3766	1	3766	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_6469	Vamb fa045c0 (J1)	Otu1381	2070653	1.0	1.0	NA	0.002421941290984052	0.0031545741324921135	317	5015.0	5015	1	5015	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_33082	Vamb fa045c0 (J1)	Otu1398	1653512	1.0	1.0	NA	0.0024203029672599896	0.001183431952662722	845	4002.0	4002	1	4002	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_31176	Vamb fa045c0 (J1)	Otu108.0	4358655	1.0	1.0	NA	0.002409688309811169	0.00037355248412401944	2677	10503.0	10503	1	10503	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2353	Vamb fa045c0 (J1)	Otu767	1682895	1.0	1.0	NA	0.0024089441111893495	0.0019723865877712033	507	4054.0	4054	1	4054	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_42037	Vamb fa045c0 (J1)	Otu873.1	3229632	1.0	1.0	NA	0.0024067757564948575	0.0005402485143165856	1851	7773.0	7773	1	7773	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_34804	Vamb fa045c0 (J1)	Otu1398	1653512	1.0	1.0	NA	0.0023973215797647674	0.001183431952662722	845	3964.0	3964	1	3964	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_21952	Vamb fa045c0 (J1)	Otu1123	4880230	1.0	1.0	NA	0.0023923052806937377	0.002751031636863824	727	5837.5	11675	2	11675	2	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3219	Vamb fa045c0 (J1)	Otu1723	2681831	1.0	1.0	NA	0.0023912767061011675	0.0013908205841446453	719	6413.0	6413	1	6413	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12288	Vamb fa045c0 (J1)	Otu873.1	3229632	1.0	1.0	NA	0.0023869592572776095	0.0005402485143165856	1851	7709.0	7709	1	7709	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12284	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.0023861957938463847	0.000499001996007984	2004	8081.0	8081	1	8081	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38383	Vamb fa045c0 (J1)	Otu873.1	3229632	1.0	1.0	NA	0.002384791827675723	0.0005402485143165856	1851	7702.0	7702	1	7702	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_20967	Vamb fa045c0 (J1)	Otu605	2836879	1.0	1.0	NA	0.002383957863553574	0.005681818181818182	176	6763.0	6763	1	6763	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_28103	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.002383186398737896	0.0010214504596527069	979	5979.0	5979	1	5979	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_38022	Vamb fa045c0 (J1)	Otu1221	2546028	1.0	1.0	NA	0.0023825346775447876	0.0014814814814814814	675	6066.0	6066	1	6066	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1631	Vamb fa045c0 (J1)	Otu873.0	3386562	1.0	1.0	NA	0.002381471238382761	0.000499001996007984	2004	8065.0	8065	1	8065	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18195	Vamb fa045c0 (J1)	Otu340	1697120	1.0	1.0	NA	0.002379324974073725	0.001567398119122257	638	4038.0	4038	1	4038	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_1674	Vamb fa045c0 (J1)	Otu797	3197903	1.0	1.0	NA	0.0023771827976020537	0.0007575757575757576	1320	7602.0	7602	1	7602	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8679	Vamb fa045c0 (J1)	Otu936	1787670	1.0	1.0	NA	0.0023695648525734617	0.0010706638115631692	934	4236.0	4236	1	4236	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_2707	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0023692856526644586	0.0009057971014492754	1104	9832.0	9832	1	9832	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32016	Vamb fa045c0 (J1)	Otu2066	2048965	1.0	1.0	NA	0.00236412042177392	0.001095290251916758	913	4844.0	4844	1	4844	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_39204	Vamb fa045c0 (J1)	Otu2066	2048965	1.0	1.0	NA	0.0023607040627829172	0.001095290251916758	913	4837.0	4837	1	4837	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_32478	Vamb fa045c0 (J1)	Otu1832	1623948	1.0	1.0	NA	0.002360297250897196	0.0006765899864682003	1478	3833.0	3833	1	3833	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_3079	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.0023565763920429463	0.0015503875968992248	645	4457.0	4457	1	4457	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_40588	Vamb fa045c0 (J1)	Otu966	1343956	1.0	1.0	NA	0.002352755596165351	0.0012165450121654502	822	3162.0	3162	1	3162	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_9660	Vamb fa045c0 (J1)	Otu2439	5849801	1.0	1.0	NA	0.0023515329837715845	0.000498711661541019	12031	2292.6666666666665	13756	6	13756	6	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_12748	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.0023507304253195475	0.0009057971014492754	1104	9755.0	9755	1	9755	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8557	Vamb fa045c0 (J1)	Otu873.1	3229632	1.0	1.0	NA	0.0023504225868458076	0.0005402485143165856	1851	7591.0	7591	1	7591	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_8633	Vamb fa045c0 (J1)	Otu1853	2508826	1.0	1.0	NA	0.0023501031956779782	0.0010214504596527069	979	5896.0	5896	1	5896	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_18249	Vamb fa045c0 (J1)	Otu965	4149774	1.0	1.0	NA	0.002345187954813925	0.0009057971014492754	1104	9732.0	9732	1	9732	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_43149	Vamb fa045c0 (J1)	Otu1918	2383079	1.0	1.0	NA	0.002342347861736854	0.0008960573476702509	1116	5582.0	5582	1	5582	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_30512	Vamb fa045c0 (J1)	Otu974	1891303	1.0	1.0	NA	0.0023407143117734177	0.0015503875968992248	645	4427.0	4427	1	4427	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_26834	Vamb fa045c0 (J1)	Otu1108.1	1286567	1.0	1.0	NA	0.002338782201004689	0.002717391304347826	368	3009.0	3009	1	3009	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
cluster_36908	Vamb fa045c0 (J1)	Otu797	3197903	1.0	1.0	NA	0.0023368438629939683	0.0007575757575757576	1320	7473.0	7473	1	7473	1	marmgCAMI2_short_read_pooled_gold_standard_assembly
