BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
3025148.0	2747.0	2747.0	1.0	SP108_S87	2747.0	1.0	1.0	1.0	1934373.0	517.0	0.00142009839880933	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025150.0	1753.0	1753.0	1.0	SP108_S87	1753.0	1.0	1.0	1.0	1934373.0	517.0	0.0009062368012787606	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024816.0	5669.0	5669.0	1.0	SP108_S87	5669.0	1.0	1.0	1.0	1934373.0	517.0	0.002930665388733197	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025965.0	8801.0	2933.6666666666665	3.0	SP108_S87	8801.0	3.0	1.0	1.0	1934373.0	517.0	0.004549794687994508	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026123.0	7585.0	7585.0	1.0	SP108_S87	7585.0	1.0	1.0	1.0	1934373.0	517.0	0.003921167220592926	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025045.0	54337.0	6037.444444444444	9.0	SP108_S87	54337.0	9.0	1.0	1.0	1934373.0	517.0	0.028090239059374796	0.017408123791102514	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026190.0	17286.0	3457.2	5.0	SP108_S87	17286.0	5.0	1.0	1.0	1934373.0	517.0	0.008936228948605051	0.009671179883945842	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3009721.0	60288.0	5480.727272727273	11.0	MIKI-NS08	5485.0	1.0	0.09097996284501061	0.09090909090909091	2548574.0	10.0	0.002152183927168683	0.1	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3017128.0	34479.0	2873.25	12.0	MIKI-NS20	22696.0	7.0	0.6582557498767365	0.5833333333333334	5362682.0	208.0	0.004232210673689023	0.03365384615384615	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007554.0	5254.0	1751.3333333333333	3.0	MIKI-NS20	3197.0	2.0	0.6084887704606015	0.6666666666666666	5362682.0	208.0	0.0005961569229724977	0.009615384615384616	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025942.0	30818.0	4402.571428571428	7.0	SP108_S87	30818.0	7.0	1.0	1.0	1934373.0	517.0	0.01593177737695884	0.013539651837524178	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007062.0	390831.0	11495.029411764706	34.0	MIKI-NS10	196764.0	6.0	0.5034503404284716	0.17647058823529413	2092134.0	100.0	0.09404942513242459	0.06	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026093.0	7695.0	7695.0	1.0	SP108_S87	7695.0	1.0	1.0	1.0	1934373.0	517.0	0.0039780331921506346	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024650.0	8695.0	2898.3333333333335	3.0	SP108_S87	8695.0	3.0	1.0	1.0	1934373.0	517.0	0.004494996569947988	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025630.0	8421.0	4210.5	2.0	SP108_S87	8421.0	2.0	1.0	1.0	1934373.0	517.0	0.0043533486044315135	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010791.0	10539.0	2107.8	5.0	MIKI-NS03	5363.0	2.0	0.5088718094695891	0.4	4487888.0	151.0	0.0011949941709775288	0.013245033112582781	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025458.0	6266.0	6266.0	1.0	SP108_S87	6266.0	1.0	1.0	1.0	1934373.0	517.0	0.0032392925252782167	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025182.0	1349.0	1349.0	1.0	SP108_S87	1349.0	1.0	1.0	1.0	1934373.0	517.0	0.0006973835966486298	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025972.0	35614.0	2967.8333333333335	12.0	SP108_S87	35614.0	12.0	1.0	1.0	1934373.0	517.0	0.018411133736874946	0.02321083172147002	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016929.0	31442.0	3144.2	10.0	MIKI-NS20	22507.0	5.0	0.7158259652693849	0.5	5362682.0	208.0	0.004196967114589304	0.02403846153846154	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026237.0	6145.0	3072.5	2.0	SP108_S87	6145.0	2.0	1.0	1.0	1934373.0	517.0	0.003176739956564737	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007564.0	1864.0	1864.0	1.0	MIKI-NS03	1864.0	1.0	1.0	1.0	4487888.0	151.0	0.0004153401332653578	0.006622516556291391	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016931.0	1488.0	1488.0	1.0	MIKI-NS15	1488.0	1.0	1.0	1.0	6804298.0	96.0	0.00021868530743362504	0.010416666666666666	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3028033.0	75887.0	4215.944444444444	18.0	SP108_S87	75887.0	18.0	1.0	1.0	1934373.0	517.0	0.039230799850907765	0.03481624758220503	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3027759.0	10083.0	3361.0	3.0	SP108_S87	10083.0	3.0	1.0	1.0	1934373.0	517.0	0.0052125417383307145	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024877.0	19727.0	4931.75	4.0	SP108_S87	19727.0	4.0	1.0	1.0	1934373.0	517.0	0.010198136553808392	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026569.0	8322.0	4161.0	2.0	SP108_S87	8322.0	2.0	1.0	1.0	1934373.0	517.0	0.004302169230029576	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026735.0	3383.0	3383.0	1.0	SP108_S87	3383.0	1.0	1.0	1.0	1934373.0	517.0	0.0017488871070884468	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025539.0	9016.0	4508.0	2.0	SP108_S87	9016.0	2.0	1.0	1.0	1934373.0	517.0	0.004660941814220939	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025764.0	1544.0	1544.0	1.0	SP108_S87	1544.0	1.0	1.0	1.0	1934373.0	517.0	0.0007981914553191138	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025587.0	15781.0	3945.25	4.0	SP108_S87	15781.0	4.0	1.0	1.0	1934373.0	517.0	0.008158199065020034	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025201.0	32797.0	4685.285714285715	7.0	SP108_S87	32797.0	7.0	1.0	1.0	1934373.0	517.0	0.0169548479016198	0.013539651837524178	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026905.0	11233.0	5616.5	2.0	SP108_S87	11233.0	2.0	1.0	1.0	1934373.0	517.0	0.005807049622797671	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007273.0	5071.0	2535.5	2.0	MIKI-NS20	3344.0	1.0	0.6594360086767896	0.5	5362682.0	208.0	0.000623568580050057	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025060.0	17149.0	4287.25	4.0	SP108_S87	17149.0	4.0	1.0	1.0	1934373.0	517.0	0.008865404965846814	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025280.0	2852.0	2852.0	1.0	SP108_S87	2852.0	1.0	1.0	1.0	1934373.0	517.0	0.001474379553478052	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025024.0	40702.0	4070.2	10.0	SP108_S87	40702.0	10.0	1.0	1.0	1934373.0	517.0	0.02104144340310788	0.019342359767891684	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016976.0	16799.0	3359.8	5.0	MIKI-NS20	10448.0	3.0	0.6219417822489434	0.6	5362682.0	208.0	0.0019482788649410874	0.014423076923076924	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025548.0	7072.0	3536.0	2.0	SP108_S87	7072.0	2.0	1.0	1.0	1934373.0	517.0	0.0036559650077828834	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025584.0	3812.0	1906.0	2.0	SP108_S87	3812.0	2.0	1.0	1.0	1934373.0	517.0	0.0019706643961635113	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3002321.0	3304.0	3304.0	1.0	MIKI-NS20	3304.0	1.0	1.0	1.0	5362682.0	208.0	0.0006161096257432381	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025955.0	2293.0	2293.0	1.0	SP108_S87	2293.0	1.0	1.0	1.0	1934373.0	517.0	0.0011853970252893315	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025115.0	3389.0	3389.0	1.0	SP108_S87	3389.0	1.0	1.0	1.0	1934373.0	517.0	0.0017519888873552309	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025437.0	6194.0	3097.0	2.0	SP108_S87	6194.0	2.0	1.0	1.0	1934373.0	517.0	0.003202071162076807	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026680.0	3039.0	3039.0	1.0	SP108_S87	3039.0	1.0	1.0	1.0	1934373.0	517.0	0.001571051705126157	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007128.0	1641.0	1641.0	1.0	spades_And8457_S3_L001	1641.0	1.0	1.0	1.0	4927240.0	82.0	0.0003330464925597292	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025473.0	1196.0	1196.0	1.0	SP108_S87	1196.0	1.0	1.0	1.0	1934373.0	517.0	0.0006182881998456348	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025012.0	36738.0	7347.6	5.0	SP108_S87	36738.0	5.0	1.0	1.0	1934373.0	517.0	0.01899220057351917	0.009671179883945842	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025677.0	20807.0	5201.75	4.0	SP108_S87	20807.0	4.0	1.0	1.0	1934373.0	517.0	0.010756457001829534	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025963.0	7290.0	7290.0	1.0	SP108_S87	7290.0	1.0	1.0	1.0	1934373.0	517.0	0.0037686630241427067	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025075.0	12925.0	6462.5	2.0	SP108_S87	12925.0	2.0	1.0	1.0	1934373.0	517.0	0.006681751658030794	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026419.0	10302.0	3434.0	3.0	SP108_S87	10302.0	3.0	1.0	1.0	1934373.0	517.0	0.005325756718068335	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010343.0	5308.0	5308.0	1.0	spades_And8457_S3_L001	5308.0	1.0	1.0	1.0	4927240.0	82.0	0.0010772765280359796	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026462.0	5243.0	5243.0	1.0	SP108_S87	5243.0	1.0	1.0	1.0	1934373.0	517.0	0.0027104389897915243	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026976.0	30011.0	3751.375	8.0	SP108_S87	30011.0	8.0	1.0	1.0	1934373.0	517.0	0.015514587931076374	0.015473887814313346	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026065.0	1512.0	1512.0	1.0	SP108_S87	1512.0	1.0	1.0	1.0	1934373.0	517.0	0.0007816486272295985	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3013036.0	2500.0	2500.0	1.0	MIKI-NS14	2500.0	1.0	1.0	1.0	5248865.0	43.0	0.0004762934462974376	0.023255813953488372	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3023568.0	5210.0	2605.0	2.0	SP108_S87	5210.0	2.0	1.0	1.0	1934373.0	517.0	0.0026933791983242113	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026349.0	4317.0	4317.0	1.0	SP108_S87	4317.0	1.0	1.0	1.0	1934373.0	517.0	0.0022317309019511747	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3020449.0	3177.0	3177.0	1.0	SP108_S87	3177.0	1.0	1.0	1.0	1934373.0	517.0	0.0016423926512621919	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010174.0	11264.0	11264.0	1.0	MIKI-NS20	11264.0	1.0	1.0	1.0	5362682.0	208.0	0.002100441532800192	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026487.0	5710.0	2855.0	2.0	SP108_S87	5710.0	2.0	1.0	1.0	1934373.0	517.0	0.002951860887222888	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026129.0	1187.0	1187.0	1.0	SP108_S87	1187.0	1.0	1.0	1.0	1934373.0	517.0	0.0006136355294454586	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024933.0	31170.0	5195.0	6.0	SP108_S87	31170.0	6.0	1.0	1.0	1934373.0	517.0	0.01611374848594351	0.01160541586073501	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3004281.0	1591.0	1591.0	1.0	MIKI-NS15	1591.0	1.0	1.0	1.0	6804298.0	96.0	0.0002338227984723773	0.010416666666666666	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024951.0	29710.0	4244.285714285715	7.0	SP108_S87	29710.0	7.0	1.0	1.0	1934373.0	517.0	0.015358981954359372	0.013539651837524178	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010672.0	57561.0	8223.0	7.0	MIKI-NS02	17841.0	1.0	0.30994944493667587	0.14285714285714285	2999760.0	43.0	0.005947475798063845	0.023255813953488372	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010807.0	8676.0	2892.0	3.0	MIKI-NS03	4021.0	1.0	0.46346242508068236	0.3333333333333333	4487888.0	151.0	0.0008959671007832638	0.006622516556291391	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3002612.0	22743.0	3249.0	7.0	MIKI-NS02	9810.0	2.0	0.43134151167392165	0.2857142857142857	2999760.0	43.0	0.0032702616209296744	0.046511627906976744	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026371.0	8378.0	2094.5	4.0	SP108_S87	8378.0	4.0	1.0	1.0	1934373.0	517.0	0.004331119179186227	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3008822.0	9684.0	1936.8	5.0	MIKI-NS20	4163.0	2.0	0.4298843453118546	0.4	5362682.0	208.0	0.0007762906694821733	0.009615384615384616	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026812.0	8151.0	2717.0	3.0	SP108_S87	8151.0	3.0	1.0	1.0	1934373.0	517.0	0.004213768492426228	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016893.0	3419.0	3419.0	1.0	spades_And8457_S3_L001	3419.0	1.0	1.0	1.0	4927240.0	82.0	0.0006938975978438233	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025776.0	6838.0	3419.0	2.0	SP108_S87	6838.0	2.0	1.0	1.0	1934373.0	517.0	0.003534995577378303	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026117.0	1149.0	1149.0	1.0	SP108_S87	1149.0	1.0	1.0	1.0	1934373.0	517.0	0.0005939909210891591	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3012688.0	8105.0	2701.6666666666665	3.0	MIKI-NS15	4005.0	1.0	0.49413942011104256	0.3333333333333333	6804298.0	96.0	0.0005885985593223577	0.010416666666666666	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026002.0	6808.0	6808.0	1.0	SP108_S87	6808.0	1.0	1.0	1.0	1934373.0	517.0	0.0035194866760443824	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025694.0	5033.0	2516.5	2.0	SP108_S87	5033.0	2.0	1.0	1.0	1934373.0	517.0	0.00260187668045408	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024064.0	6235.0	3117.5	2.0	SP108_S87	6235.0	2.0	1.0	1.0	1934373.0	517.0	0.003223266660566499	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026165.0	2733.0	2733.0	1.0	SP108_S87	2733.0	1.0	1.0	1.0	1934373.0	517.0	0.001412860911520167	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026097.0	8226.0	2742.0	3.0	SP108_S87	8226.0	3.0	1.0	1.0	1934373.0	517.0	0.004252540745761029	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3015817.0	1198.0	1198.0	1.0	MIKI-NS03	1198.0	1.0	1.0	1.0	4487888.0	151.0	0.00026694070796775675	0.006622516556291391	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025564.0	2803.0	2803.0	1.0	SP108_S87	2803.0	1.0	1.0	1.0	1934373.0	517.0	0.0014490483479659816	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026198.0	1469.0	1469.0	1.0	SP108_S87	1469.0	1.0	1.0	1.0	1934373.0	517.0	0.0007594192019843122	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3027403.0	1921.0	1921.0	1.0	SP108_S87	1921.0	1.0	1.0	1.0	1934373.0	517.0	0.000993086648748716	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026178.0	1420.0	1420.0	1.0	SP108_S87	1420.0	1.0	1.0	1.0	1934373.0	517.0	0.0007340879964722419	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026180.0	5091.0	5091.0	1.0	SP108_S87	5091.0	1.0	1.0	1.0	1934373.0	517.0	0.0026318605563663265	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025260.0	1595.0	1595.0	1.0	SP108_S87	1595.0	1.0	1.0	1.0	1934373.0	517.0	0.0008245565875867788	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3022152.0	1163.0	1163.0	1.0	SP108_S87	1163.0	1.0	1.0	1.0	1934373.0	517.0	0.000601228408378322	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026452.0	16138.0	8069.0	2.0	SP108_S87	16138.0	2.0	1.0	1.0	1934373.0	517.0	0.00834275499089369	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024818.0	24906.0	6226.5	4.0	SP108_S87	24906.0	4.0	1.0	1.0	1934373.0	517.0	0.012875489887420885	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025078.0	9076.0	3025.3333333333335	3.0	SP108_S87	9076.0	3.0	1.0	1.0	1934373.0	517.0	0.00469195961688878	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3015566.0	12431.0	4143.666666666667	3.0	spades_And8457_S3_L001	8624.0	1.0	0.6937494972246803	0.3333333333333333	4927240.0	82.0	0.0017502699279921417	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3017398.0	1125.0	1125.0	1.0	MIKI-NS20	1125.0	1.0	1.0	1.0	5362682.0	208.0	0.00020978308987928057	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024174.0	2861.0	2861.0	1.0	SP108_S87	2861.0	1.0	1.0	1.0	1934373.0	517.0	0.0014790322238782282	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3000887.0	29385.0	4897.5	6.0	MIKI-NS20	15306.0	4.0	0.5208779989790709	0.6666666666666666	5362682.0	208.0	0.0028541688655042384	0.019230769230769232	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025217.0	11316.0	3772.0	3.0	SP108_S87	11316.0	3.0	1.0	1.0	1934373.0	517.0	0.005849957583154852	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3011380.0	9309.0	3103.0	3.0	MIKI-NS20	6219.0	2.0	0.6680631646793426	0.6666666666666666	5362682.0	208.0	0.001159680920852663	0.009615384615384616	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026147.0	4293.0	4293.0	1.0	SP108_S87	4293.0	1.0	1.0	1.0	1934373.0	517.0	0.0022193237808840385	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016713.0	4320.0	4320.0	1.0	spades_And8457_S3_L001	4320.0	1.0	1.0	1.0	4927240.0	82.0	0.0008767585910164717	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026903.0	16707.0	2784.5	6.0	SP108_S87	16707.0	6.0	1.0	1.0	1934373.0	517.0	0.008636907152860385	0.01160541586073501	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025064.0	24560.0	4093.3333333333335	6.0	SP108_S87	24560.0	6.0	1.0	1.0	1934373.0	517.0	0.012696620558703001	0.01160541586073501	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010772.0	1715.0	1715.0	1.0	MIKI-NS10	1715.0	1.0	1.0	1.0	2092134.0	100.0	0.0008197371678869518	0.01	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3011524.0	6293.0	2097.6666666666665	3.0	MIKI-NS03	2571.0	1.0	0.40854918163038295	0.3333333333333333	4487888.0	151.0	0.0005728752589191174	0.006622516556291391	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025728.0	25369.0	5073.8	5.0	SP108_S87	25369.0	5.0	1.0	1.0	1934373.0	517.0	0.013114843931341059	0.009671179883945842	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025899.0	1591.0	1591.0	1.0	SP108_S87	1591.0	1.0	1.0	1.0	1934373.0	517.0	0.0008224887340755894	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3012360.0	2188.0	2188.0	1.0	spades_And8457_S3_L001	2188.0	1.0	1.0	1.0	4927240.0	82.0	0.0004440619900796389	0.012195121951219513	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3000988.0	1623.0	1623.0	1.0	MIKI-NS20	1623.0	1.0	1.0	1.0	5362682.0	208.0	0.0003026470709991754	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3027005.0	8288.0	4144.0	2.0	SP108_S87	8288.0	2.0	1.0	1.0	1934373.0	517.0	0.004284592475184466	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025212.0	20624.0	5156.0	4.0	SP108_S87	20624.0	4.0	1.0	1.0	1934373.0	517.0	0.010661852703692618	0.007736943907156673	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024972.0	4068.0	2034.0	2.0	SP108_S87	4068.0	2.0	1.0	1.0	1934373.0	517.0	0.002103007020879634	0.0038684719535783366	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016478.0	1424.0	1424.0	1.0	MIKI-NS20	1424.0	1.0	1.0	1.0	5362682.0	208.0	0.00026553877332275154	0.004807692307692308	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024969.0	10393.0	3464.3333333333335	3.0	SP108_S87	10393.0	3.0	1.0	1.0	1934373.0	517.0	0.005372800385447895	0.005802707930367505	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3016286.0	2723.0	1361.5	2.0	MIKI-NS15	1561.0	1.0	0.5732647814910026	0.5	6804298.0	96.0	0.0002294138204999252	0.010416666666666666	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3003054.0	3398.0	1699.0	2.0	MIKI-NS10	1814.0	1.0	0.5338434373160683	0.5	2092134.0	100.0	0.0008670572726221169	0.01	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025027.0	1110.0	1110.0	1.0	SP108_S87	1110.0	1.0	1.0	1.0	1934373.0	517.0	0.0005738293493550623	0.0019342359767891683	NA	LSHVec cami2 (I1)	strmgCAMI2_short_read_pooled_gold_standard_assembly
