BINID	Tool	genome_id	length_gs	precision_bp	precision_seq	rank	recall_bp	recall_seq	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts	sample_id
6	SolidBin 1.3 (H1)	MIKI-NS15	6804298	1.0	1.0	NA	0.9880018482435661	0.9583333333333334	96	73072.38043478261	6722659	92	6722659	92	strmgCAMI2_short_read_pooled_gold_standard_assembly
1	SolidBin 1.3 (H1)	MIKI-NS03	4487888	1.0	1.0	NA	0.7842974245346587	0.3576158940397351	151	65182.2037037037	3519839	54	3519839	54	strmgCAMI2_short_read_pooled_gold_standard_assembly
32	SolidBin 1.3 (H1)	MIKI-NS09	2039640	1.0	1.0	NA	0.7461390245337413	0.5454545454545454	22	126821.25	1521855	12	1521855	12	strmgCAMI2_short_read_pooled_gold_standard_assembly
13	SolidBin 1.3 (H1)	MIKI-NS20	5362682	1.0	1.0	NA	0.6916680869758826	0.20673076923076922	208	86260.37209302325	3709196	43	3709196	43	strmgCAMI2_short_read_pooled_gold_standard_assembly
415	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.599252928617238	0.5853658536585366	82	61513.8125	2952663	48	2952663	48	strmgCAMI2_short_read_pooled_gold_standard_assembly
208	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.3957140305728968	0.3170731707317073	82	74991.46153846153	1949778	26	1949778	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
393	SolidBin 1.3 (H1)	MIKI-NS20	5362682	1.0	1.0	NA	0.3073094768625102	0.7884615384615384	208	10048.798780487805	1648003	164	1648003	164	strmgCAMI2_short_read_pooled_gold_standard_assembly
33	SolidBin 1.3 (H1)	MIKI-NS09	2039640	1.0	1.0	NA	0.22448275185817104	0.3181818181818182	22	65409.142857142855	457864	7	457864	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
454	SolidBin 1.3 (H1)	MIKI-NS03	4487888	1.0	1.0	NA	0.20230250844049585	0.6158940397350994	151	9762.483870967742	907911	93	907911	93	strmgCAMI2_short_read_pooled_gold_standard_assembly
131	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.1693959748197478	0.11218568665377177	517	5649.568965517241	327675	58	327675	58	strmgCAMI2_short_read_pooled_gold_standard_assembly
115	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.15560442582687	0.16247582205029013	517	3583.2976190476193	300997	84	300997	84	strmgCAMI2_short_read_pooled_gold_standard_assembly
118	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.13387645505804724	0.26692456479690524	517	1876.572463768116	258967	138	258967	138	strmgCAMI2_short_read_pooled_gold_standard_assembly
154	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.13235503183718964	0.07156673114119923	517	6919.5675675675675	256024	37	256024	37	strmgCAMI2_short_read_pooled_gold_standard_assembly
110	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.06537570571963111	0.14893617021276595	517	1642.3506493506493	126461	77	126461	77	strmgCAMI2_short_read_pooled_gold_standard_assembly
416	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.050602960235693946	0.07543520309477757	517	2509.871794871795	97885	39	97885	39	strmgCAMI2_short_read_pooled_gold_standard_assembly
159	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.04638764085313432	0.019342359767891684	517	8973.1	89731	10	89731	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
171	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.0362928969748854	0.017408123791102514	517	7800.444444444444	70204	9	70204	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
446	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.03253147143803186	0.01160541586073501	517	10488.0	62928	6	62928	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
395	SolidBin 1.3 (H1)	MIKI-NS09	2039640	0.9739681176533734	0.6666666666666666	NA	0.02669000411837383	0.09090909090909091	22	18631.0	55893	3	54438	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
161	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.024822513548317722	0.007736943907156673	517	12004.0	48016	4	48016	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
449	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.02474290118813693	0.01160541586073501	517	7977.0	47862	6	47862	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
174	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.0222687144619988	0.013539651837524178	517	6153.714285714285	43076	7	43076	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
187	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.017710648359959533	0.007736943907156673	517	8564.75	34259	4	34259	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
133	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.01752299065381909	0.007736943907156673	517	8474.0	33896	4	33896	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
424	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.015421017559695053	0.009671179883945842	517	5966.0	29830	5	29830	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
423	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.014423278240546162	0.009671179883945842	517	5580.0	27900	5	27900	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
100	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.011233097236158692	0.01160541586073501	517	3621.5	21729	6	21729	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
394	SolidBin 1.3 (H1)	MIKI-NS15	6804298	0.5821727232422681	0.5	NA	0.011193072378664192	0.03125	96	21803.666666666668	130822	6	76161	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
422	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.010065793929092268	0.0038684719535783366	517	9735.5	19471	2	19471	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
136	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.008585727778458447	0.009671179883945842	517	3321.6	16608	5	16608	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
364	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.005776548783507627	0.013539651837524178	517	1596.2857142857142	11174	7	11174	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
116	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.0028071111414396293	0.0019342359767891683	517	5430.0	5430	1	5430	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
382	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	0.8142968609327171	0.6666666666666666	NA	0.0027534684732223313	0.04878048780487805	82	2776.8333333333335	16661	6	13567	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
365	SolidBin 1.3 (H1)	MIKI-NS08	2548574	0.08406774465476281	0.08333333333333333	NA	0.002152183927168683	0.1	10	5437.083333333333	65245	12	5485	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
175	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.0011228444565758518	0.0038684719535783366	517	1086.0	2172	2	2172	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
419	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0010772765280359796	0.012195121951219513	82	5308.0	5308	1	5308	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
152	SolidBin 1.3 (H1)	SP108_S87	1934373	1.0	1.0	NA	0.0010742498990629005	0.0019342359767891683	517	2078.0	2078	1	2078	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
157	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0007440270820987003	0.024390243902439025	82	1833.0	3666	2	3666	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
376	SolidBin 1.3 (H1)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.00045826872650814657	0.012195121951219513	82	2258.0	2258	1	2258	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
409	SolidBin 1.3 (H1)	spades_ESBL6643_S3_L001	5120124	1.0	1.0	NA	0.00025741564071495146	0.045454545454545456	22	1318.0	1318	1	1318	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
4	SolidBin 1.3 (H2)	MIKI-NS13	7206672	1.0	1.0	NA	0.999239316011607	0.9615384615384616	26	288047.6	7201190	25	7201190	25	strmgCAMI2_short_read_pooled_gold_standard_assembly
24	SolidBin 1.3 (H2)	spades_ESBL6643_S3_L001	5120124	1.0	1.0	NA	0.9991383021192456	0.8636363636363636	22	269248.0	5115712	19	5115712	19	strmgCAMI2_short_read_pooled_gold_standard_assembly
15	SolidBin 1.3 (H2)	MIKI-NS20	5362682	1.0	1.0	NA	0.9989775638383928	0.9951923076923077	208	25880.1884057971	5357199	207	5357199	207	strmgCAMI2_short_read_pooled_gold_standard_assembly
1	SolidBin 1.3 (H2)	MIKI-NS14	5248865	1.0	1.0	NA	0.998955964765716	0.9767441860465116	43	124842.5	5243385	42	5243385	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
19	SolidBin 1.3 (H2)	MIKI-NS02	2999760	1.0	1.0	NA	0.9981718537482999	0.9767441860465116	43	71292.28571428571	2994276	42	2994276	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
2	SolidBin 1.3 (H2)	MIKI-NS08	2548574	1.0	1.0	NA	0.9978478160728314	0.9	10	282565.44444444444	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
7	SolidBin 1.3 (H2)	MIKI-NS12	2251851	1.0	1.0	NA	0.9975664464478333	0.9861111111111112	72	31639.028169014084	2246371	71	2246371	71	strmgCAMI2_short_read_pooled_gold_standard_assembly
20	SolidBin 1.3 (H2)	MIKI-NS10	2092134	1.0	1.0	NA	0.9973825768330327	0.99	100	21077.353535353537	2086658	99	2086658	99	strmgCAMI2_short_read_pooled_gold_standard_assembly
3	SolidBin 1.3 (H2)	MIKI-NS06	1964616	1.0	1.0	NA	0.9972106508345652	0.967741935483871	31	65304.53333333333	1959136	30	1959136	30	strmgCAMI2_short_read_pooled_gold_standard_assembly
6	SolidBin 1.3 (H2)	SP21_S92	1689680	1.0	1.0	NA	0.9970663084134274	0.9230769230769231	13	140393.58333333334	1684723	12	1684723	12	strmgCAMI2_short_read_pooled_gold_standard_assembly
9	SolidBin 1.3 (H2)	MIKI-NS15	6804298	1.0	1.0	NA	0.9926943234996468	0.96875	96	72629.97849462366	6754588	93	6754588	93	strmgCAMI2_short_read_pooled_gold_standard_assembly
10	SolidBin 1.3 (H2)	MIKI-NS03	4487888	1.0	1.0	NA	0.9865999329751545	0.9735099337748344	151	30120.748299319726	4427750	147	4427750	147	strmgCAMI2_short_read_pooled_gold_standard_assembly
25	SolidBin 1.3 (H2)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.9701102442746852	0.8292682926829268	82	70293.61764705883	4779966	68	4779966	68	strmgCAMI2_short_read_pooled_gold_standard_assembly
111	SolidBin 1.3 (H2)	MIKI-NS09	2039640	1.0	1.0	NA	0.7691161185307211	0.45454545454545453	22	156872.0	1568720	10	1568720	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
369	SolidBin 1.3 (H2)	SP108_S87	1934373	0.9960217317510552	0.9929411764705882	NA	0.6006840459415015	0.816247582205029	517	2744.9129411764707	1166588	425	1161947	422	strmgCAMI2_short_read_pooled_gold_standard_assembly
112	SolidBin 1.3 (H2)	MIKI-NS09	2039640	1.0	1.0	NA	0.22448275185817104	0.3181818181818182	22	65409.142857142855	457864	7	457864	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
247	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.1070243432884971	0.05415860735009671	517	7393.75	207025	28	207025	28	strmgCAMI2_short_read_pooled_gold_standard_assembly
245	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.0897189942167307	0.048355899419729204	517	6942.0	173550	25	173550	25	strmgCAMI2_short_read_pooled_gold_standard_assembly
254	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.05068825919303051	0.02321083172147002	517	8170.833333333333	98050	12	98050	12	strmgCAMI2_short_read_pooled_gold_standard_assembly
253	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.03407460712075696	0.009671179883945842	517	13182.6	65913	5	65913	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
249	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.03311770790845406	0.013539651837524178	517	9151.714285714286	64062	7	64062	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
248	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.029547041858007737	0.01160541586073501	517	9525.833333333334	57155	6	57155	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
371	SolidBin 1.3 (H2)	spades_And8457_S3_L001	4927240	0.6083862824152237	0.38461538461538464	NA	0.02318336431754897	0.12195121951219512	82	7221.5	187759	26	114230	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
255	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.021012493453951227	0.009671179883945842	517	8129.2	40646	5	40646	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
251	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.01816402524228781	0.007736943907156673	517	8784.0	35136	4	35136	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
250	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.015347091796670032	0.0038684719535783366	517	14843.5	29687	2	29687	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
401	SolidBin 1.3 (H2)	MIKI-NS03	4487888	0.5527287067841	0.6	NA	0.012179671150438692	0.019867549668874173	151	19778.6	98893	5	54661	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
375	SolidBin 1.3 (H2)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0040103587403901575	0.012195121951219513	82	19760.0	19760	1	19760	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
390	SolidBin 1.3 (H2)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.002237763940867504	0.024390243902439025	82	5513.0	11026	2	11026	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
402	SolidBin 1.3 (H2)	SP108_S87	1934373	1.0	1.0	NA	0.0006213899801124188	0.0019342359767891683	517	1202.0	1202	1	1202	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
412	SolidBin 1.3 (H2)	spades_ESBL6643_S3_L001	5120124	1.0	1.0	NA	0.00025741564071495146	0.045454545454545456	22	1318.0	1318	1	1318	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
5	SolidBin 1.3 (H3)	MIKI-NS13	7206672	1.0	1.0	NA	0.999239316011607	0.9615384615384616	26	288047.6	7201190	25	7201190	25	strmgCAMI2_short_read_pooled_gold_standard_assembly
23	SolidBin 1.3 (H3)	spades_ESBL6643_S3_L001	5120124	1.0	1.0	NA	0.9991383021192456	0.8636363636363636	22	269248.0	5115712	19	5115712	19	strmgCAMI2_short_read_pooled_gold_standard_assembly
15	SolidBin 1.3 (H3)	MIKI-NS20	5362682	1.0	1.0	NA	0.9989775638383928	0.9951923076923077	208	25880.1884057971	5357199	207	5357199	207	strmgCAMI2_short_read_pooled_gold_standard_assembly
2	SolidBin 1.3 (H3)	MIKI-NS14	5248865	1.0	1.0	NA	0.998955964765716	0.9767441860465116	43	124842.5	5243385	42	5243385	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
19	SolidBin 1.3 (H3)	MIKI-NS02	2999760	1.0	1.0	NA	0.9981718537482999	0.9767441860465116	43	71292.28571428571	2994276	42	2994276	42	strmgCAMI2_short_read_pooled_gold_standard_assembly
3	SolidBin 1.3 (H3)	MIKI-NS08	2548574	1.0	1.0	NA	0.9978478160728314	0.9	10	282565.44444444444	2543089	9	2543089	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
7	SolidBin 1.3 (H3)	MIKI-NS12	2251851	1.0	1.0	NA	0.9975664464478333	0.9861111111111112	72	31639.028169014084	2246371	71	2246371	71	strmgCAMI2_short_read_pooled_gold_standard_assembly
20	SolidBin 1.3 (H3)	MIKI-NS10	2092134	1.0	1.0	NA	0.9973825768330327	0.99	100	21077.353535353537	2086658	99	2086658	99	strmgCAMI2_short_read_pooled_gold_standard_assembly
4	SolidBin 1.3 (H3)	MIKI-NS06	1964616	1.0	1.0	NA	0.9972106508345652	0.967741935483871	31	65304.53333333333	1959136	30	1959136	30	strmgCAMI2_short_read_pooled_gold_standard_assembly
6	SolidBin 1.3 (H3)	SP21_S92	1689680	1.0	1.0	NA	0.9970663084134274	0.9230769230769231	13	140393.58333333334	1684723	12	1684723	12	strmgCAMI2_short_read_pooled_gold_standard_assembly
9	SolidBin 1.3 (H3)	MIKI-NS15	6804298	1.0	1.0	NA	0.9926943234996468	0.96875	96	72629.97849462366	6754588	93	6754588	93	strmgCAMI2_short_read_pooled_gold_standard_assembly
10	SolidBin 1.3 (H3)	MIKI-NS03	4487888	1.0	1.0	NA	0.9865999329751545	0.9735099337748344	151	30120.748299319726	4427750	147	4427750	147	strmgCAMI2_short_read_pooled_gold_standard_assembly
24	SolidBin 1.3 (H3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.9701102442746852	0.8292682926829268	82	70293.61764705883	4779966	68	4779966	68	strmgCAMI2_short_read_pooled_gold_standard_assembly
177	SolidBin 1.3 (H3)	MIKI-NS09	2039640	1.0	1.0	NA	0.7439876644898119	0.4090909090909091	22	168607.44444444444	1517467	9	1517467	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
378	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.3177561928335435	0.5841392649903289	517	2035.294701986755	614659	302	614659	302	strmgCAMI2_short_read_pooled_gold_standard_assembly
418	SolidBin 1.3 (H3)	MIKI-NS09	2039640	1.0	1.0	NA	0.22819566197956503	0.5	22	42312.454545454544	465437	11	465437	11	strmgCAMI2_short_read_pooled_gold_standard_assembly
380	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.20867950493519088	0.15667311411992263	517	4983.506172839506	403664	81	403664	81	strmgCAMI2_short_read_pooled_gold_standard_assembly
215	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.11907941229535358	0.059961315280464215	517	7430.451612903225	230344	31	230344	31	strmgCAMI2_short_read_pooled_gold_standard_assembly
213	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.10033483717979935	0.05029013539651837	517	7464.807692307692	194085	26	194085	26	strmgCAMI2_short_read_pooled_gold_standard_assembly
376	SolidBin 1.3 (H3)	SP108_S87	1934373	0.8250922038686389	0.8297872340425532	NA	0.08697029993698216	0.07543520309477757	517	4338.212765957447	203896	47	168233	39	strmgCAMI2_short_read_pooled_gold_standard_assembly
222	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.04238014074844924	0.019342359767891684	517	8197.9	81979	10	81979	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
216	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.029547041858007737	0.01160541586073501	517	9525.833333333334	57155	6	57155	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
178	SolidBin 1.3 (H3)	MIKI-NS09	2039640	1.0	1.0	NA	0.02512845404090918	0.045454545454545456	22	51253.0	51253	1	51253	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
218	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.022985742667003727	0.007736943907156673	517	11115.75	44463	4	44463	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
368	SolidBin 1.3 (H3)	spades_And8457_S3_L001	4927240	0.7576075181834808	0.5333333333333333	NA	0.02185868762227941	0.0975609756097561	82	9477.466666666667	142162	15	107703	8	strmgCAMI2_short_read_pooled_gold_standard_assembly
217	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.019496756830249387	0.007736943907156673	517	9428.5	37714	4	37714	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
219	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.01816402524228781	0.007736943907156673	517	8784.0	35136	4	35136	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
221	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.017501278191951603	0.0038684719535783366	517	16927.0	33854	2	33854	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
425	SolidBin 1.3 (H3)	MIKI-NS03	4487888	0.5527287067841	0.6	NA	0.012179671150438692	0.019867549668874173	151	19778.6	98893	5	54661	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
223	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.008281236348935805	0.0038684719535783366	517	8009.5	16019	2	16019	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
392	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.006734481922566124	0.005802707930367505	517	4342.333333333333	13027	3	13027	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
399	SolidBin 1.3 (H3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0040103587403901575	0.012195121951219513	82	19760.0	19760	1	19760	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
365	SolidBin 1.3 (H3)	MIKI-NS12	2251851	1.0	1.0	NA	0.00243355355216664	0.013888888888888888	72	5480.0	5480	1	5480	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
26	SolidBin 1.3 (H3)	SP108_S87	1934373	1.0	1.0	NA	0.002089049009679105	0.005802707930367505	517	1347.0	4041	3	4041	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
409	SolidBin 1.3 (H3)	spades_And8457_S3_L001	4927240	1.0	1.0	NA	0.0017502699279921417	0.012195121951219513	82	8624.0	8624	1	8624	1	strmgCAMI2_short_read_pooled_gold_standard_assembly
403	SolidBin 1.3 (H3)	spades_ESBL6643_S3_L001	5120124	0.5417779473483403	0.6666666666666666	NA	0.0005546740664874523	0.09090909090909091	22	1747.3333333333333	5242	3	2840	2	strmgCAMI2_short_read_pooled_gold_standard_assembly
3009962.0	LSHVec cami2 (I1)	MIKI-NS13	7206672	0.1727419014134972	0.04417670682730924	NA	0.9984531001272154	0.8461538461538461	26	83644.11445783133	41654769	498	7195524	22	strmgCAMI2_short_read_pooled_gold_standard_assembly
3017050.0	LSHVec cami2 (I1)	spades_And8457_S3_L001	4927240	0.39868428393992017	0.4880952380952381	NA	0.8324289054318442	0.5	82	122473.59523809524	10287782	84	4101577	41	strmgCAMI2_short_read_pooled_gold_standard_assembly
3010018.0	LSHVec cami2 (I1)	MIKI-NS06	1964616	0.316012816012816	0.1076923076923077	NA	0.2502142912406292	0.22580645161290322	31	23931.6	1555554	65	491575	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3007062.0	LSHVec cami2 (I1)	MIKI-NS10	2092134	0.5034503404284716	0.17647058823529413	NA	0.09404942513242459	0.06	100	11495.029411764706	390831	34	196764	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025023.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.07857688253506433	0.06576402321083172	517	4470.5	151997	34	151997	34	strmgCAMI2_short_read_pooled_gold_standard_assembly
3028033.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.039230799850907765	0.03481624758220503	517	4215.944444444444	75887	18	75887	18	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026994.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.030565976675646322	0.019342359767891684	517	5912.6	59126	10	59126	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025001.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.02830994849493867	0.02127659574468085	517	4978.363636363636	54762	11	54762	11	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025045.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.028090239059374796	0.017408123791102514	517	6037.444444444444	54337	9	54337	9	strmgCAMI2_short_read_pooled_gold_standard_assembly
3028053.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.026009461463740446	0.013539651837524178	517	7187.428571428572	50312	7	50312	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025024.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.02104144340310788	0.019342359767891684	517	4070.2	40702	10	40702	10	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024810.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.01973094124039159	0.007736943907156673	517	9541.75	38167	4	38167	4	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025968.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.019019082669164633	0.013539651837524178	517	5255.714285714285	36790	7	36790	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025012.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.01899220057351917	0.009671179883945842	517	7347.6	36738	5	36738	5	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025972.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.018411133736874946	0.02321083172147002	517	2967.8333333333335	35614	12	35614	12	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025201.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.0169548479016198	0.013539651837524178	517	4685.285714285715	32797	7	32797	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3017142.0	LSHVec cami2 (I1)	spades_And8457_S3_L001	4927240	0.6584668101043908	0.15789473684210525	NA	0.01677024054034307	0.036585365853658534	82	6604.736842105263	125490	19	82631	3	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024933.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.01611374848594351	0.01160541586073501	517	5195.0	31170	6	31170	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025942.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.01593177737695884	0.013539651837524178	517	4402.571428571428	30818	7	30818	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3026976.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.015514587931076374	0.015473887814313346	517	3751.375	30011	8	30011	8	strmgCAMI2_short_read_pooled_gold_standard_assembly
3024951.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.015358981954359372	0.013539651837524178	517	4244.285714285715	29710	7	29710	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025104.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.015076719950082015	0.01160541586073501	517	4860.666666666667	29164	6	29164	6	strmgCAMI2_short_read_pooled_gold_standard_assembly
3025944.0	LSHVec cami2 (I1)	SP108_S87	1934373	1.0	1.0	NA	0.013306637344503878	0.013539651837524178	517	3677.1428571428573	25740	7	25740	7	strmgCAMI2_short_read_pooled_gold_standard_assembly
