Assemblies	A-STAR_contig_hybrid	A-STAR_scaffold_hybrid	ABySS_short	HipMer_cgraph-ono_short	HipMer_cgraph_short	HipMer_Metagenome_short	Miniasm_GATB_hybrid	Megahit_v1.1.4-2_short	Megahit_v1.1.2_short	metaSPAdes_v3.13.0_short	metaSPAdes_v3.13.1_short	Ray-Meta_short	SPAdes_v3.14-dev_short	Flye_long	Megahit_V1.2.7-inhouse_short	metaSPAdes_v3.13.1-inhouse_short	OPERA-MS-inhouse_hybrid	pooled_short_gsa	pooled_long_gsa	pooled_hybrid_gsa
Halomonas_spR57_5_genomic	3.464	3.071	0.061	0.207	0.246	0.059	1.758	0.179	1.608	0.588	0.580	0.033	0.552	0.0	1.826	0.526	1.409	83.829	96.681	99.466
Halomonas_sp_A3H3_genomic	34.196	33.895	6.570	61.623	67.068	63.960	24.753	53.006	62.938	61.890	61.134	66.907	64.034	0.0	59.283	62.972	24.598	99.970	99.988	99.999
Haloquadratum_walsbyi_C23_genomic	87.071	86.958	0.027	56.355	55.319	46.949	86.894	1.656	42.980	59.495	59.479	7.963	2.424	0.0	69.825	49.408	13.705	99.960	99.896	99.993
Haloquadratum_walsbyi_DSM_16790_genomic	0.181	0.132	0.0	0.578	0.550	0.889	0.370	0.076	0.024	0.137	0.135	0.180	0.081	0.0	0.145	0.174	0.069	55.270	80.967	92.137
Halorhabdus_tiamatea_SARL4B_genomic	64.977	65.100	0.049	79.200	78.300	73.543	93.638	3.567	81.911	71.561	71.457	23.032	4.042	0.0	88.394	51.521	37.523	99.991	99.907	99.996
Helicobacter_cetorum_MIT_00_7128_genomic	0.195	0.194	0.0	0.031	0.031	0.031	0.045	0.021	0.195	0.072	0.072	0.004	0.094	0.0	0.242	0.103	0.120	42.765	75.382	87.144
Helicobacter_cetorum_MIT_99_5656_genomic	0.120	0.116	0.0	0.029	0.029	0.029	0.082	0.068	0.076	0.038	0.038	0.0	0.071	0.0	0.121	0.128	0.084	3.727	29.384	32.622
Helicobacter_sp_MIT_01_6242_genomic	0.013	0.013	0.0	0.0	0.0	0.0	0.054	0.020	0.047	0.018	0.018	0.0	0.020	0.0	0.069	0.030	0.013	15.158	52.482	60.919
Hippea_maritima_DSM_10411_genomic	1.980	1.980	0.0	0.426	0.426	0.390	1.039	0.320	1.378	1.011	1.011	0.421	0.686	0.0	1.861	0.744	1.210	75.429	89.010	98.055
Hirschia_baltica_ATCC_49814_genomic	6.839	6.692	0.0	0.442	0.442	0.158	4.070	0.215	2.589	1.365	1.317	0.0	0.016	0.0	4.070	1.318	2.720	91.900	96.496	99.788
Hoeflea_sp_IMCC20628_genomic	13.341	12.762	0.049	1.882	1.783	0.876	11.650	0.502	5.030	2.696	2.763	0.113	0.281	0.0	6.154	2.902	3.688	96.667	98.375	99.923
Hydrogenophaga_sp_LPB0072_genomic	59.000	58.976	0.013	86.262	85.311	82.303	95.788	3.772	92.192	82.452	82.416	31.447	7.990	0.0	93.687	61.671	52.478	99.998	99.990	99.999
Hyperthermus_butylicus_DSM_5456_genomic	99.998	99.998	32.445	100.000	100.000	99.898	99.434	99.975	99.999	99.986	99.986	99.669	100.000	37.121	99.645	100.000	0.300	100.000	99.999	100.000
Hyphomicrobium_nitrativorans_NL23_genomic	94.434	94.434	27.705	99.946	99.995	99.937	70.945	99.931	99.938	99.893	99.869	99.689	99.946	0.0	99.761	99.928	99.740	100.000	99.996	100.000
Hyphomonas_neptunium_ATCC_15444_genomic	55.180	55.158	0.091	99.910	99.857	99.650	98.792	99.099	99.723	99.471	99.529	96.417	64.763	0.0	99.554	98.347	99.041	100.000	99.986	100.000
Hyphomonas_sp_Mor2_genomic	23.499	22.037	0.0	4.359	4.199	1.973	25.110	0.386	7.982	5.517	5.644	0.071	0.489	0.0	11.244	5.799	5.289	98.555	99.250	99.992
Idiomarina_loihiensis_L2TR_genomic	0.437	0.433	0.0	0.088	0.090	0.073	0.118	0.037	0.235	0.128	0.128	0.019	0.057	0.0	0.359	0.148	0.208	47.133	75.847	88.923
Ignicoccus_hospitalis_KIN4_I_genomic	1.475	1.462	0.0	0.053	0.053	0.0	0.274	0.116	0.402	0.342	0.342	0.0	0.0	0.0	0.742	0.352	0.525	68.285	86.626	95.833
Ignicoccus_islandicus_DSM_13165_genomic	52.531	50.585	0.0	16.130	15.667	11.090	53.061	0.491	14.706	18.841	18.833	0.402	0.964	0.0	27.674	17.328	7.866	99.738	99.559	99.983
Ilumatobacter_coccineum_YM16_304_genomic	98.868	98.832	96.224	99.868	99.819	99.733	50.864	99.544	99.730	99.809	99.431	99.693	99.853	0.0	99.513	99.779	97.108	100.000	99.996	100.000
Ilyobacter_polytropus_DSM_2926_genomic	48.031	48.150	0.230	98.334	98.327	97.501	80.336	95.816	97.626	97.443	97.455	93.426	56.931	0.0	97.059	96.956	87.722	99.997	99.965	99.997
Jannaschia_sp_CCS1_genomic	32.639	31.638	0.0	9.996	9.679	5.688	39.793	0.723	10.361	8.062	8.297	0.175	0.625	0.0	13.530	8.408	5.854	99.461	99.582	99.997
KCH3_S1_contigs	22.934	22.623	1.349	48.123	47.434	41.216	13.285	22.623	34.285	21.589	21.791	24.520	18.592	0.0	21.157	24.083	14.915	99.948	99.640	99.955
KH11J01_S12_contigs	18.295	17.032	0.0	3.271	3.182	1.437	18.911	0.383	6.722	3.562	3.660	0.002	0.394	0.0	7.190	3.304	4.549	97.245	94.379	99.134
Kangiella_geojedonensis_strain_YCS_5_genomic	80.049	79.841	0.172	99.453	99.432	99.194	96.306	98.601	99.217	99.028	99.048	96.869	75.753	0.0	99.013	98.887	97.296	100.000	99.983	100.000
Kangiella_koreensis_DSM_16069_genomic	33.404	32.494	0.0	8.691	8.348	5.474	36.326	0.666	12.320	9.431	9.354	0.098	0.449	0.0	15.359	9.603	6.628	99.306	99.415	99.994
Kangiella_sediminilitoris_strain_KCTC_23892_genomic	5.462	5.490	0.0	0.182	0.182	0.062	2.248	0.280	2.069	1.089	1.037	0.0	0.080	0.0	2.749	0.827	1.815	88.772	94.894	99.171
Kosmotoga_olearia_TBF_1951_genomic	0.604	0.604	0.0	0.050	0.050	0.024	0.258	0.048	0.225	0.283	0.257	0.0	0.033	0.0	0.353	0.245	0.217	56.572	81.530	93.047
Kosmotoga_pacifica_strain_SLHLJ1_genomic	0.805	0.805	0.0	0.0	0.0	0.0	0.023	0.052	0.204	0.147	0.147	0.0	0.058	0.0	0.606	0.154	0.396	58.139	81.674	92.759
Krokinobacter_sp_4H_3_7_5_genomic	82.518	82.511	0.723	98.537	98.570	97.150	83.943	97.339	98.161	98.126	98.050	95.934	97.562	0.0	95.676	98.237	92.493	100.000	99.977	100.000
Kytococcus_sedentarius_DSM_20547_genomic	23.729	22.325	0.0	6.156	5.977	3.421	27.910	0.687	9.191	4.523	4.510	0.331	2.787	0.0	9.525	4.363	5.635	99.055	99.212	99.996
LAB19_S8_contigs	41.296	37.572	0.0	13.578	13.351	8.515	47.757	0.709	13.144	10.627	10.537	0.111	0.590	0.0	20.372	10.479	5.520	99.490	98.832	99.909
LF22_S6_contigs	9.805	9.461	0.0	7.583	7.278	4.758	23.968	0.249	2.188	3.138	3.227	0.405	0.223	0.0	2.924	4.002	1.365	94.869	97.300	99.799
Lacimicrobium_alkaliphilum_strain_KCTC_32984_genomic	8.632	8.441	0.0	0.596	0.569	0.279	5.850	0.374	3.272	2.164	2.153	0.002	0.310	0.0	4.446	1.998	3.130	93.927	96.866	99.816
Lacinutrix_sp_5H_3_7_4_genomic	91.788	91.822	2.848	99.213	99.184	98.503	85.184	98.477	98.543	98.437	98.240	97.101	98.313	0.0	97.255	98.023	94.786	99.999	99.984	99.999
Lactococcus_garvieae_ATCC_49156_genomic	11.715	11.820	0.0	2.913	2.661	1.699	15.104	0.284	4.533	2.832	3.358	0.096	0.357	0.0	4.978	3.940	2.070	61.833	77.171	89.334
Lactococcus_garvieae_Lg2_genomic	13.201	12.613	0.0	2.359	2.559	1.318	13.731	0.202	4.456	3.588	3.027	0.109	0.122	0.0	6.111	3.329	2.813	70.317	89.357	93.845
Leisingera_methylohalidivorans_DSM_14336_genomic	55.109	53.111	0.0	27.094	26.217	19.657	65.060	1.062	20.671	15.763	15.582	1.023	1.394	0.0	25.231	12.884	6.961	99.871	99.896	99.997
Leuconostoc_lactis_strain_WiKim40_genomic	18.111	17.510	0.0	2.864	2.763	1.330	16.876	0.730	5.984	4.493	4.456	0.196	0.381	0.0	9.617	4.880	4.709	97.804	98.015	99.944
Luteimonas_sp_JM171_genomic	74.970	75.127	0.0	94.472	94.039	92.486	96.046	10.097	97.898	82.614	82.792	44.199	14.439	0.0	94.240	45.060	70.867	99.993	99.990	99.999
MC2_S1_contigs	11.282	11.157	0.0	2.303	2.169	1.016	11.545	0.620	4.450	1.992	1.985	0.010	0.214	0.0	4.733	1.999	3.582	98.248	98.769	99.913
MC4_S2_contigs	4.405	4.255	0.075	3.521	3.462	2.284	4.625	0.215	1.919	1.344	1.401	0.513	0.199	0.0	2.117	1.396	1.550	99.607	98.806	99.766
MC7_S3_contigs	1.982	2.151	0.059	0.931	0.985	0.630	1.629	0.193	1.330	1.044	0.947	0.326	0.078	0.0	0.883	0.557	0.662	97.213	97.733	99.819
MC8_S4_contigs	0.227	0.227	0.0	0.010	0.010	0.012	0.021	0.044	0.065	0.041	0.038	0.0	0.015	0.0	0.099	0.058	0.046	50.976	77.182	89.633
MR17_77_S9_contigs	1.289	1.288	0.246	1.942	1.876	1.615	1.028	0.463	1.021	0.285	0.288	0.774	0.352	0.0	0.368	0.367	0.771	32.125	69.729	80.970
MR4_25_1B_S2_contigs	10.433	8.245	0.390	13.769	11.626	32.325	20.089	26.564	30.228	11.083	7.781	12.772	16.712	0.0	15.338	15.572	15.447	56.551	71.598	72.100
MR4_25_2A_1A_S4_contigs	9.511	8.830	0.414	6.150	22.484	14.502	13.562	8.097	9.525	21.384	19.492	16.190	21.217	0.0	15.684	13.101	8.425	50.422	43.471	55.858
MR4_25_2B_S6_contigs	9.415	10.279	0.277	32.000	23.100	9.933	15.672	15.280	9.955	18.246	6.728	16.967	12.760	0.0	18.166	21.571	13.505	71.285	73.291	71.148
MR4_64_2_S7_contigs	8.523	9.865	0.455	12.784	20.646	14.900	17.510	16.069	11.363	13.614	20.238	17.173	14.003	0.0	11.951	11.474	16.473	55.151	67.755	63.390
MR4_96_1_S3_contigs	8.775	8.771	0.380	14.435	12.226	20.501	5.034	14.676	9.963	17.757	20.303	18.471	15.881	0.0	19.108	21.539	24.402	66.077	59.789	66.922
MR4_96_2A_S5_contigs	9.588	10.003	0.278	20.259	9.316	7.413	18.909	17.682	28.588	18.257	24.935	19.700	18.353	0.0	14.457	16.566	19.793	39.971	53.385	59.940
Magnetococcus_marinus_MC_1_genomic	62.527	62.297	0.814	91.806	92.415	91.194	69.022	89.057	91.397	88.810	88.417	87.648	76.489	0.0	89.525	100.000	75.653	99.999	99.992	99.999
Magnetospira_sp_QH_2_genomic	81.391	81.355	21.132	98.199	98.326	96.829	26.971	96.918	97.359	96.211	96.154	96.962	98.144	0.0	96.519	97.030	67.407	100.000	99.987	100.000
Maribacter_sp_1_2014MBL_MicDiv_genomic	16.600	16.049	0.0	22.414	22.592	23.943	21.391	3.554	11.166	8.461	9.371	10.103	3.170	0.0	10.707	9.328	6.841	99.998	99.976	99.999
Maribacter_sp_HTCC2170_genomic	19.873	19.315	0.0	3.612	3.548	2.328	22.386	0.587	7.736	4.924	4.992	0.057	0.359	0.0	9.681	4.854	5.333	98.478	99.153	99.992
Maribacter_sp_MAR_2009_60_genomic	35.089	33.863	0.024	61.553	62.874	58.944	38.987	9.548	33.321	57.420	57.176	58.591	8.805	0.0	44.086	46.371	10.413	99.999	99.990	99.999
Maricaulis_maris_MCS10_genomic	7.572	7.259	0.0	0.585	0.574	0.292	4.739	0.218	3.089	1.711	1.804	0.0	0.111	0.0	3.550	1.618	2.328	92.520	96.389	99.728
Marinithermus_hydrothermalis_DSM_14884_genomic	75.389	75.338	0.290	99.061	99.030	97.426	90.031	97.286	97.684	97.257	97.288	95.400	97.888	0.0	96.862	96.324	93.616	99.998	99.987	99.998
Marinitoga_piezophila_KA3_genomic	56.146	58.226	0.0	22.919	22.822	17.388	56.317	0.994	18.735	12.200	12.893	0.818	1.136	0.0	25.639	10.113	6.165	98.715	99.744	99.993
Marinitoga_sp_1137_genomic	7.378	3.809	0.0	7.509	6.620	5.716	13.797	0.314	4.153	3.317	3.033	0.493	0.247	0.0	3.738	3.240	1.778	27.691	65.797	75.737
Marinobacter_adhaerens_HP15_genomic	0.814	0.726	0.0	0.678	0.743	0.559	0.783	0.087	0.248	0.148	0.154	0.065	0.068	0.0	0.544	0.189	0.406	75.634	88.587	97.794
Marinobacter_aquaeolei_VT8_genomic	85.171	85.431	0.026	72.833	72.103	66.433	86.162	3.527	74.987	65.217	65.340	18.901	3.775	0.0	75.529	47.888	34.035	99.993	99.944	99.998
Marinobacter_hydrocarbonoclasticus_ATCC_49840_genomic	0.196	0.159	0.0	0.675	0.357	0.851	0.183	0.067	0.163	0.310	0.287	0.453	0.433	0.0	0.130	0.370	0.121	15.422	52.013	60.587
Marinobacter_psychrophilus_strain_20041_genomic	2.507	2.586	0.0	0.523	0.523	0.254	1.982	0.313	1.127	0.447	0.469	0.002	0.157	0.0	1.557	0.701	0.861	97.178	98.617	99.983
Marinobacter_salarius_R9SW1_genomic	82.482	82.442	2.531	99.175	99.621	99.586	93.052	97.219	99.672	99.029	98.957	98.647	98.276	0.0	95.314	99.095	96.538	100.000	99.994	100.000
Marinobacter_similis_A3d10_genomic	93.572	93.574	0.0	97.530	97.511	97.401	97.017	46.166	96.188	95.197	95.210	77.454	14.625	0.0	96.120	87.565	89.684	100.000	99.986	100.000
Marinobacter_sp_BSs20148_genomic	87.544	87.704	0.013	97.837	97.524	96.527	92.853	41.075	95.052	98.064	98.274	87.499	13.230	0.0	94.691	93.981	48.711	99.999	99.978	99.999
Marinobacter_sp_CP1_genomic	44.043	42.549	0.036	24.158	23.109	17.198	59.346	0.927	12.374	14.701	14.891	1.421	5.480	0.0	18.729	12.609	5.464	99.746	99.800	99.996
Marinobacter_sp_Hb8_genomic	0.868	0.854	0.0	0.040	0.038	0.0	0.161	0.066	0.356	0.109	0.125	0.0	0.027	0.0	0.628	0.125	0.464	68.920	87.511	96.536
Marinobacterium_sp_ST58_10_genomic	72.478	70.161	0.0	37.303	36.404	28.757	76.609	1.213	31.518	25.719	25.958	1.914	0.856	0.0	42.016	20.422	9.262	99.926	99.965	99.999
Marinomonas_mediterranea_MMB_1_genomic	63.859	63.831	1.497	98.551	98.809	98.395	56.764	96.728	98.365	96.831	96.935	94.884	94.959	0.0	97.466	97.611	93.496	100.000	99.990	100.000
Marinomonas_posidonica_IVIA_Po_181_genomic	98.715	98.726	98.563	98.409	98.773	98.288	83.857	97.299	98.683	98.608	98.582	98.159	100.000	0.0	97.747	98.592	82.841	100.000	100.000	100.000
Marinomonas_sp_MWYL1_genomic	87.868	87.805	0.0	69.342	68.234	61.812	88.022	2.163	71.161	64.492	64.397	12.537	3.169	0.0	77.135	48.099	24.511	99.993	99.975	99.999
Marinovum_algicola_DG_898_genomic	0.263	0.284	0.0	0.091	0.102	0.094	0.173	0.056	0.188	0.143	0.144	0.039	0.050	0.0	0.201	0.129	0.182	40.664	72.345	84.920
Marivirga_tractuosa_DSM_4126_genomic	39.727	39.382	2.457	99.785	99.795	99.502	86.372	99.663	99.579	99.596	99.622	99.449	99.539	0.0	99.532	99.646	99.853	99.999	99.998	100.000
Mehyloceanibacter_caenitepidi_Gela4_genomic	99.931	99.915	59.964	99.873	99.978	99.844	52.171	99.749	99.830	99.747	99.761	99.741	99.949	0.0	99.741	99.822	99.958	100.000	99.997	100.000
Mesorhizobium_sp_B7_genomic	17.501	16.921	0.0	3.807	3.646	2.056	19.838	0.518	7.180	3.714	3.751	0.062	0.211	0.0	7.778	3.342	4.456	98.350	99.224	99.991
Methanocaldococcus_fervens_AG86_genomic	0.111	0.102	0.0	0.0	0.0	0.0	0.0	0.046	0.005	0.005	0.005	0.0	0.021	0.0	0.063	0.010	0.065	27.675	62.092	73.881
Methanocaldococcus_infernus_ME_genomic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.052	0.037	0.037	0.0	0.012	0.0	0.017	0.033	0.0	17.404	54.444	63.880
Methanocaldococcus_jannaschii_DSM_2661_genomic	16.916	16.162	0.0	4.157	3.941	2.177	21.099	0.559	5.474	3.369	3.416	0.0	0.278	0.0	6.163	2.845	4.020	98.713	99.074	99.980
Methanocaldococcus_sp_FS406_22_genomic	1.116	1.078	0.0	0.0	0.0	0.0	0.297	0.166	0.261	0.185	0.213	0.0	0.090	0.0	0.621	0.095	0.295	74.500	87.521	97.581
Methanocaldococcus_sp_JH146_genomic	0.086	0.086	0.0	0.0	0.0	0.0	0.0	0.009	0.147	0.039	0.039	0.0	0.010	0.0	0.004	0.042	0.051	38.528	69.579	83.004
Methanocaldococcus_vulcanius_M7_genomic	67.722	67.481	0.0	97.047	97.409	97.103	95.302	84.628	98.589	97.830	97.816	91.968	21.609	0.0	97.221	94.365	81.674	99.995	99.940	99.995
Methanococcoides_methylutens_MM1_genomic	3.823	3.827	0.0	0.228	0.228	0.069	1.494	0.176	1.399	0.844	0.864	0.003	0.281	0.0	2.110	0.833	1.818	85.014	93.723	99.225
Methanococcus_aeolicus_Nankai_3_genomic	0.558	0.558	0.0	0.0	0.0	0.0	0.057	0.093	0.329	0.125	0.120	0.0	0.069	0.0	0.194	0.222	0.271	62.984	85.032	95.138
Methanococcus_maripaludis_C6_genomic	0.541	0.535	0.0	0.0	0.0	0.031	0.393	0.033	0.134	0.263	0.317	0.0	0.004	0.0	0.141	0.239	0.227	26.893	62.003	74.419
Methanococcus_maripaludis_C7_genomic	14.142	13.461	0.0	5.683	5.439	2.727	22.390	0.266	4.993	3.764	3.633	0.095	0.623	0.0	4.589	4.073	3.485	98.501	98.992	99.974
Methanococcus_maripaludis_S2_genomic	0.396	0.401	0.0	0.136	0.176	0.0	0.408	0.005	0.182	0.115	0.115	0.0	0.067	0.0	0.170	0.073	0.261	54.793	81.151	92.232
Methanococcus_maripaludis_X1_genomic	2.150	2.150	0.0	0.209	0.167	0.143	1.416	0.219	0.649	0.173	0.173	0.0	0.157	0.0	0.689	0.284	0.551	80.757	91.799	99.067
Methanococcus_vannielii_SB_genomic	0.127	0.127	0.0	0.0	0.0	0.0	0.036	0.016	0.041	0.022	0.022	0.0	0.004	0.0	0.115	0.036	0.013	18.576	55.263	64.865
Methanococcus_voltae_A3_genomic	7.662	7.623	0.0	1.012	1.012	0.517	5.068	0.155	3.056	1.107	1.097	0.0	0.238	0.0	3.401	1.546	2.207	90.239	95.704	99.696
Methanoculleus_marisnigri_JR1_genomic	22.294	22.271	0.0	29.978	28.990	21.696	69.042	0.902	24.266	21.273	21.782	1.154	4.712	0.0	33.496	19.231	8.085	99.910	99.903	99.997
Methanohalobium_evestigatum_Z_7303_genomic	0.076	0.076	0.0	0.0	0.0	0.0	0.009	0.003	0.0	0.004	0.004	0.0	0.022	0.0	0.025	0.007	0.013	19.589	55.846	65.485
Methanohalophilus_halophilus_strain_Z_7982_genomic	65.926	66.335	0.0	67.098	65.992	59.383	92.462	2.274	68.575	66.657	67.034	8.794	4.857	0.0	85.728	55.950	21.174	99.991	99.971	99.998
Methanoplanus_petrolearius_DSM_11571_genomic	0.154	0.154	0.0	0.0	0.0	0.0	0.0	0.017	0.018	0.042	0.042	0.0	0.005	0.0	0.029	0.009	0.058	37.692	70.773	82.873
Methanopyrus_kandleri_AV19_genomic	0.371	0.365	0.0	0.0	0.0	0.0	0.015	0.006	0.131	0.033	0.033	0.0	0.031	0.0	0.272	0.068	0.300	44.536	74.982	86.806
Methanosarcina_acetivorans_C2A_genomic	0.092	0.103	0.0	0.006	0.001	0.0	0.031	0.012	0.021	0.037	0.031	0.0	0.035	0.0	0.035	0.044	0.030	23.775	59.271	70.142
Methanosarcina_siciliae_C2J_genomic	1.193	1.173	0.221	0.109	0.143	0.122	0.916	0.148	0.152	0.067	0.110	0.109	0.090	0.0	0.139	0.138	0.555	21.803	59.011	69.378
Methanosarcina_siciliae_HI350_genomic	9.111	8.850	1.319	0.043	0.090	0.081	1.948	0.257	0.252	0.271	0.209	0.306	0.070	0.0	0.809	0.214	10.320	26.338	65.509	76.128
Methanosarcina_siciliae_T4_M_genomic	55.607	55.773	5.613	97.598	97.874	97.118	25.489	95.945	97.335	96.049	95.963	95.834	97.871	0.0	95.603	100.000	69.246	100.000	99.997	100.000
Methanosarcina_sp_MTP4_genomic	54.814	52.572	0.0	23.187	22.452	16.480	61.316	1.076	19.555	17.961	18.089	0.700	0.894	0.0	27.963	17.234	6.308	99.824	99.938	100.000
Methanosarcina_sp_WH1_genomic	1.537	1.499	0.014	0.212	0.212	0.161	0.487	0.150	0.621	0.446	0.442	0.125	0.182	0.0	0.732	0.397	0.662	77.056	90.663	98.394
Methanothermococcus_okinawensis_IH1_genomic	7.596	7.596	0.0	0.757	0.700	0.603	6.437	0.356	3.810	1.498	1.502	0.114	0.546	0.0	4.143	1.492	2.751	93.952	97.461	99.828
Methanotorris_igneus_Kol_5_genomic	6.296	6.065	0.0	0.648	0.637	0.370	5.668	0.394	2.784	1.763	1.739	0.100	0.409	0.0	3.180	1.371	2.169	93.496	97.824	99.841
Methylomonas_methanica_MC09_genomic	58.549	58.564	17.528	98.373	98.360	97.285	35.465	96.773	97.578	97.218	97.233	97.443	99.251	0.0	97.167	97.389	78.411	100.000	99.997	100.000
Methylophaga_sp_JAM1_genomic	0.292	0.288	0.0	0.027	0.027	0.030	0.065	0.054	0.075	0.056	0.056	0.0	0.033	0.0	0.196	0.095	0.162	39.604	70.668	83.636
Methylophaga_sp_JAM7_genomic	0.778	0.758	0.0	0.039	0.039	0.0	0.220	0.133	0.284	0.129	0.130	0.0	0.023	0.0	0.293	0.162	0.254	58.211	82.304	93.388
Methylophilales_bacterium_MBRSF5_genomic	18.622	18.318	1.845	0.0	78.537	62.851	20.487	0.010	21.254	9.599	9.599	34.345	27.189	0.0	28.607	46.059	0.158	34.053	54.456	71.140
Methylophilales_bacterium_MBRSG12_genomic	18.207	15.534	2.505	99.480	0.0	8.584	37.233	33.887	35.961	60.496	36.974	51.555	63.913	0.0	19.964	35.645	99.365	99.999	99.991	99.999
Methylophilales_bacterium_MBRSH7_genomic	18.717	21.373	2.059	0.118	21.021	28.101	8.129	65.375	42.382	29.250	52.655	13.209	8.544	0.0	50.620	17.775	0.006	99.999	99.978	100.000
Microbacterium_sp_LKL04_genomic	36.015	33.550	0.0	11.187	11.008	6.863	43.643	0.797	12.904	6.623	6.430	0.188	4.711	0.0	11.905	6.498	5.468	99.614	99.691	99.992
Micromonospora_krabiensis_strain_DSM_45344_genomic	5.333	5.237	0.0	0.543	0.525	0.225	3.801	0.369	2.781	0.945	0.929	0.028	0.268	0.0	2.237	0.809	1.595	92.690	96.700	99.821
Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic	59.714	59.717	3.558	99.842	99.842	99.788	91.393	99.715	99.801	99.621	99.660	99.678	99.850	0.0	99.787	99.741	99.862	99.990	99.992	99.999
Moorea_producens_JHB_genomic	63.696	63.336	0.0	34.243	33.184	25.748	70.796	1.568	24.813	31.896	31.916	1.756	1.050	0.0	35.242	26.618	9.800	99.656	99.958	99.999
Moorea_producens_PAL_8_15_08_1_genomic	0.050	0.029	0.0	0.002	0.003	0.0	0.013	0.063	0.075	0.046	0.044	0.002	0.041	0.0	0.070	0.046	0.067	7.264	39.408	44.769
Moritella_viscosa_06_09_139_genomic	7.564	8.486	5.039	3.306	4.484	3.369	6.097	8.488	9.556	3.872	3.380	5.863	7.327	0.0	7.216	5.520	2.854	93.823	99.366	99.981
Muricauda_lutaonensis_strain_CC_HSB_11_genomic	88.522	88.529	0.053	80.807	80.027	75.699	96.274	3.517	86.880	81.344	81.629	25.175	7.844	0.0	93.753	67.707	51.597	99.996	99.964	99.999
Muricauda_ruestringensis_DSM_13258_genomic	82.575	82.512	0.0	51.273	50.196	42.947	86.639	1.479	44.900	45.303	45.314	4.025	1.360	0.0	65.963	33.252	11.005	99.971	99.969	99.998
Mv130624_S1_contigs	10.645	10.035	8.786	12.013	12.784	10.103	5.193	8.037	5.738	10.492	9.098	10.983	10.963	0.0	12.005	15.792	6.540	80.121	84.302	85.893
Mv2528_S2_contigs	17.149	14.000	9.965	19.181	14.574	11.994	4.509	8.316	19.678	8.926	12.462	13.507	14.054	0.0	11.377	20.222	6.670	75.568	86.749	91.972
Mv3632_S3_contigs	17.722	18.393	10.350	18.507	22.377	18.449	5.676	20.406	14.626	30.588	27.056	21.302	17.768	0.0	18.122	21.290	12.127	91.961	82.993	85.389
Mv5450_S4_contigs	8.498	7.905	7.860	4.104	3.629	4.415	9.030	4.871	5.688	2.664	2.593	3.311	1.827	0.0	8.497	2.530	6.062	99.119	98.169	99.751
MvHd14_S5_contigs	7.524	10.691	7.856	8.416	9.737	11.744	4.159	13.557	10.844	14.855	12.970	14.327	21.067	0.0	8.996	12.819	5.319	51.455	64.109	77.557
MvHd15_S6_contigs	15.470	14.775	8.895	11.608	17.066	15.170	6.059	10.812	11.359	16.842	16.040	8.788	13.011	0.0	18.811	12.060	7.849	42.812	52.680	45.192
MvHd17_S7_contigs	12.726	11.289	8.809	15.370	13.108	13.893	5.557	10.986	11.654	10.759	15.206	13.052	7.615	0.0	13.218	8.862	4.722	34.146	51.678	70.098
Mycobacterium_chelonae_CCUG_47445_genomic	1.411	1.389	0.0	0.033	0.033	0.010	0.265	0.117	0.476	0.253	0.269	0.0	0.061	0.0	0.857	0.215	0.512	72.831	88.243	97.279
Mycobacterium_chubuense_NBB4_genomic	0.127	0.117	0.0	0.0	0.0	0.0	0.006	0.015	0.011	0.023	0.016	0.0	0.017	0.0	0.033	0.051	0.028	27.781	62.745	74.231
Mycobacterium_rhodesiae_NBB3_genomic	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.007	0.001	0.011	0.001	0.0	0.001	0.0	0.005	0.006	0.010	5.428	34.665	39.091
Myroides_profundi_D25_genomic	1.225	1.221	0.0	0.073	0.073	0.043	0.259	0.120	0.418	0.372	0.347	0.038	0.088	0.0	0.624	0.297	0.574	69.689	87.061	96.689
Myxococcus_fulvus_HW_1_genomic	22.785	22.523	0.0	5.682	5.483	3.085	26.477	0.770	8.824	4.806	4.785	0.334	0.601	0.0	9.346	4.535	5.659	98.809	99.452	99.996
NML_S2_contigs	3.442	3.203	0.785	1.140	1.030	0.840	2.616	1.021	2.775	1.050	1.057	0.778	0.090	0.0	2.114	0.626	1.189	97.699	97.342	99.674
Nanoarchaeum_equitans_Kin4_M_genomic	14.962	14.962	0.0	99.927	99.927	99.941	99.918	99.546	99.941	99.962	99.962	98.547	50.380	0.0	99.612	99.752	99.931	99.996	99.933	99.996
Nanohaloarchaea_archaeon_SG9_genomic	71.561	71.640	0.0	82.520	81.633	77.922	96.478	1.987	91.024	91.595	91.217	24.801	3.662	0.0	96.800	88.018	65.662	99.986	99.927	99.989
Nautilia_profundicola_AmH_genomic	3.176	2.989	0.0	0.276	0.244	0.073	1.281	0.051	1.481	0.468	0.440	0.005	0.072	0.0	1.629	0.575	1.165	85.344	92.212	99.000
Neorickettsia_helminthoeca_str_Oregon_genomic	2.106	2.198	0.0	0.061	0.061	0.0	0.276	0.074	0.644	0.493	0.493	0.0	0.120	0.0	1.125	0.303	0.477	69.446	87.597	96.418
